id,balance_time,LTV_time,interest_rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,hpi_orig_time,default,mat_orig_diff
4,55064.14599999999,41.16801182413333,10.083333333333334,169.9466666666667,2.023171749073333,7.473333333333334,0.0,0.0,1.0,0.0,63750.0,587.0,81.79999999999998,10.5,97.99,0.0,121.0
6,195408.19599999997,87.77633642826667,6.641333333333333,161.678,1.9949697246199998,8.413333333333334,0.0,0.0,1.0,0.0,212000.0,670.0,80.0,6.579999999999999,191.42000000000004,1.0,120.0
28,89179.03933333332,77.72348307166665,4.920000000000001,169.9466666666667,2.023171749073333,7.473333333333334,0.0,0.0,1.0,0.0,110500.0,575.0,85.0,4.920000000000001,186.90999999999997,0.0,121.33333333333333
31,64002.771333333345,90.96956247926667,4.8908000000000005,169.9466666666667,2.023171749073333,7.473333333333334,0.0,0.0,1.0,0.0,76000.0,639.0,95.0,4.8908000000000005,191.42000000000004,0.0,120.0
56,36880.80866666667,20.371918753999996,12.125,169.9466666666667,2.023171749073333,7.473333333333334,0.0,0.0,1.0,0.0,44000.0,664.0,52.5,13.0,77.77999999999999,0.0,120.0
57,22695.222,16.513070940800002,8.989999999999998,169.9466666666667,2.023171749073333,7.473333333333334,0.0,0.0,1.0,0.0,35100.0,669.0,54.600000000000016,8.989999999999998,78.37000000000002,0.0,120.0
58,28981.79933333333,22.09634844873333,12.349999999999996,169.9466666666667,2.023171749073333,7.473333333333334,1.0,0.0,0.0,0.0,34800.0,618.0,56.899999999999984,12.349999999999996,78.37000000000002,0.0,120.0
61,47023.279333333325,22.8303789018,6.233333333333333,169.9466666666667,2.023171749073333,7.473333333333334,0.0,0.0,1.0,0.0,61600.0,652.0,64.29999999999998,9.25,78.12000000000002,0.0,120.0
65,128211.88466666665,97.38984496406668,6.78,169.9466666666667,2.023171749073333,7.473333333333334,0.0,0.0,0.0,0.0,141676.35000000003,606.0,80.0,6.78,226.29,0.0,115.0
66,55279.541999999994,87.43780049753332,9.004999999999999,169.9466666666667,2.023171749073333,7.473333333333334,0.0,0.0,1.0,1.0,59500.0,514.0,70.0,9.004999999999999,226.29,0.0,115.0
69,38748.34733333334,94.7349594744,9.5,169.9466666666667,2.023171749073333,7.473333333333334,0.0,0.0,1.0,0.0,41229.7,540.0,75.0,9.5,226.29,0.0,115.0
